benchmark,method,role,arm_key,teacher_job,probe_job,ckpt_step,valid_rows,probe,target,action_dim,dim_name,r2,n_train,n_test,source_dir,note
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,0,dy,0.581341,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,1,dx,0.896384,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,2,dz,0.889683,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,3,droll,0.475883,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,4,dpitch,0.249605,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,5,dyaw,0.355697,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,current_action,6,gripper,0.553117,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,-1,mean,0.556173,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,0,dy,0.537692,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,1,dx,0.881650,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,2,dz,0.888255,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,3,droll,0.448490,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,4,dpitch,0.209190,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,5,dyaw,0.363409,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,mlp,future_action_mean,6,gripper,0.564526,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,-1,mean,0.371607,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,0,dy,0.244945,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,1,dx,0.827060,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,2,dz,0.800359,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,3,droll,0.318039,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,4,dpitch,0.133522,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,5,dyaw,0.063058,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,current_action,6,gripper,0.214266,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,-1,mean,0.347750,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,0,dy,0.181176,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,1,dx,0.794739,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,2,dz,0.799511,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,3,droll,0.286890,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,4,dpitch,0.095541,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,5,dyaw,0.061127,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_single,alternate,libero_frontsv_45351533,45351533,45351535,70000,4707223,ridge,future_action_mean,6,gripper,0.215267,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_sv_45351533_ckpt070000,"lam1o5_sv: frontview-only single-view teacher, seed 1003 (SR 62.65)."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,-1,mean,0.672423,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,0,dy,0.884670,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,1,dx,0.904363,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,2,dz,0.923308,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,3,droll,0.498555,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,4,dpitch,0.428708,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,5,dyaw,0.436885,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,current_action,6,gripper,0.630472,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,-1,mean,0.649601,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,0,dy,0.835967,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,1,dx,0.889562,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,2,dz,0.911150,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,3,droll,0.469473,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,4,dpitch,0.352983,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,5,dyaw,0.451381,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
libero,ours_multi,canonical,libero_dual_t71_44161039,44161039,,70000,4707223,mlp,future_action_mean,6,gripper,0.636695,3289126,941386,probe_analysis/libero_playdata_slices_lam1o5_lib90t71_44161039_ckpt070000,"lam1o5_lib90t71: front+side dual-view 3-embodiment teacher, seed 1000 (the paper's LIBERO xemb arm, SR 62.38). Slice probe, `all` slice = full pool, same split."
